4 #anatomical sites
8 #samples
237 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	117	72
0	P_0	0	P	1	1	136	64
0	P_0	0	P	2	2	113	65
0	P_0	0	P	3	3	196	11
0	P_0	0	P	4	4	119	50
0	P_0	0	P	5	5	123	63
0	P_0	0	P	6	6	122	55
0	P_0	0	P	7	7	132	71
0	P_0	0	P	8	8	199	0
0	P_0	0	P	9	9	128	84
0	P_0	0	P	10	10	192	0
0	P_0	0	P	11	11	126	58
0	P_0	0	P	12	12	198	0
0	P_0	0	P	13	13	128	83
0	P_0	0	P	14	14	195	0
0	P_0	0	P	15	15	146	53
0	P_0	0	P	16	16	216	0
0	P_0	0	P	17	17	129	72
0	P_0	0	P	18	18	116	72
0	P_0	0	P	19	19	206	0
0	P_0	0	P	20	20	126	62
0	P_0	0	P	21	21	231	0
0	P_0	0	P	22	22	189	0
0	P_0	0	P	23	23	191	0
0	P_0	0	P	24	24	118	57
0	P_0	0	P	25	25	134	70
0	P_0	0	P	26	26	217	0
0	P_0	0	P	27	27	193	0
0	P_0	0	P	28	28	195	0
0	P_0	0	P	29	29	119	80
0	P_0	0	P	30	30	203	1
0	P_0	0	P	31	31	223	0
0	P_0	0	P	32	32	127	71
0	P_0	0	P	33	33	193	0
0	P_0	0	P	34	34	212	0
0	P_0	0	P	35	35	140	57
0	P_0	0	P	36	36	188	0
0	P_0	0	P	37	37	214	0
0	P_0	0	P	38	38	132	67
0	P_0	0	P	39	39	134	65
0	P_0	0	P	40	40	123	63
0	P_0	0	P	41	41	136	72
0	P_0	0	P	42	42	158	73
0	P_0	0	P	43	43	139	58
0	P_0	0	P	44	44	199	0
0	P_0	0	P	45	45	135	70
0	P_0	0	P	46	46	138	82
0	P_0	0	P	47	47	133	79
0	P_0	0	P	48	48	120	69
0	P_0	0	P	49	49	188	0
0	P_0	0	P	50	50	228	0
0	P_0	0	P	51	51	140	64
0	P_0	0	P	52	52	198	0
0	P_0	0	P	53	53	137	65
0	P_0	0	P	54	54	130	71
0	P_0	0	P	55	55	202	0
0	P_0	0	P	56	56	125	71
0	P_0	0	P	57	57	203	0
0	P_0	0	P	58	58	186	0
0	P_0	0	P	59	59	130	70
0	P_0	0	P	60	60	222	1
0	P_0	0	P	61	61	117	62
0	P_0	0	P	62	62	132	74
0	P_0	0	P	63	63	124	58
0	P_0	0	P	64	64	193	0
0	P_0	0	P	65	65	137	72
0	P_0	0	P	66	66	129	71
0	P_0	0	P	67	67	150	60
0	P_0	0	P	68	68	203	0
0	P_0	0	P	69	69	119	76
0	P_0	0	P	70	70	207	0
0	P_0	0	P	71	71	162	53
0	P_0	0	P	72	72	196	1
0	P_0	0	P	73	73	184	0
0	P_0	0	P	74	74	200	0
0	P_0	0	P	75	75	191	0
0	P_0	0	P	76	76	160	34
0	P_0	0	P	77	77	211	0
0	P_0	0	P	78	78	168	43
0	P_0	0	P	79	79	198	0
0	P_0	0	P	80	80	208	0
0	P_0	0	P	81	81	186	26
0	P_0	0	P	82	82	192	0
0	P_0	0	P	83	83	177	22
0	P_0	0	P	84	84	197	0
0	P_0	0	P	85	85	173	0
0	P_0	0	P	86	86	222	0
0	P_0	0	P	87	87	166	38
0	P_0	0	P	88	88	191	0
0	P_0	0	P	89	89	156	40
0	P_0	0	P	90	90	198	0
0	P_0	0	P	91	91	162	0
0	P_0	0	P	92	92	185	1
0	P_0	0	P	93	93	191	1
0	P_0	0	P	94	94	173	39
0	P_0	0	P	95	95	190	0
0	P_0	0	P	96	96	204	1
0	P_0	0	P	97	97	209	0
0	P_0	0	P	98	98	197	0
0	P_0	0	P	99	99	144	24
0	P_0	0	P	100	100	150	37
0	P_0	0	P	101	101	197	1
0	P_0	0	P	102	102	203	1
0	P_0	0	P	103	103	157	33
0	P_0	0	P	104	104	204	1
0	P_0	0	P	105	105	204	0
0	P_0	0	P	106	106	182	0
0	P_0	0	P	107	107	168	26
0	P_0	0	P	108	108	146	50
0	P_0	0	P	109	109	220	0
0	P_0	0	P	110	110	201	0
0	P_0	0	P	111	111	215	0
0	P_0	0	P	112	112	178	23
0	P_0	0	P	113	113	191	1
0	P_0	0	P	114	114	140	20
0	P_0	0	P	115	115	229	0
0	P_0	0	P	116	116	195	0
0	P_0	0	P	117	117	197	0
0	P_0	0	P	118	118	186	24
0	P_0	0	P	119	119	167	0
0	P_0	0	P	120	120	208	0
0	P_0	0	P	121	121	141	35
0	P_0	0	P	122	122	210	0
0	P_0	0	P	123	123	151	31
0	P_0	0	P	124	124	191	1
0	P_0	0	P	125	125	176	24
0	P_0	0	P	126	126	228	0
0	P_0	0	P	127	127	197	1
0	P_0	0	P	128	128	160	28
0	P_0	0	P	129	129	156	26
0	P_0	0	P	130	130	161	42
0	P_0	0	P	131	131	159	46
0	P_0	0	P	132	132	198	0
0	P_0	0	P	133	134	191	0
0	P_0	0	P	134	137	191	0
0	P_0	0	P	135	138	206	0
0	P_0	0	P	136	139	162	50
0	P_0	0	P	137	140	169	0
0	P_0	0	P	138	141	180	26
0	P_0	0	P	139	144	196	0
0	P_0	0	P	140	145	200	0
0	P_0	0	P	141	146	215	0
0	P_0	0	P	142	147	164	32
0	P_0	0	P	143	148	196	23
0	P_0	0	P	144	150	156	0
0	P_0	0	P	145	151	236	0
0	P_0	0	P	146	152	186	0
0	P_0	0	P	147	153	176	25
0	P_0	0	P	148	154	223	0
0	P_0	0	P	149	156	193	0
0	P_0	0	P	150	157	145	47
0	P_0	0	P	151	158	234	0
0	P_0	0	P	152	159	220	0
0	P_0	0	P	153	162	193	0
0	P_0	0	P	154	163	192	0
0	P_0	0	P	155	165	205	0
0	P_0	0	P	156	166	174	36
0	P_0	0	P	157	167	203	0
0	P_0	0	P	158	168	182	0
0	P_0	0	P	159	169	193	0
0	P_0	0	P	160	171	213	0
0	P_0	0	P	161	172	152	53
0	P_0	0	P	162	173	216	0
0	P_0	0	P	163	176	198	0
0	P_0	0	P	164	177	217	0
0	P_0	0	P	165	178	212	1
0	P_0	0	P	166	181	152	39
0	P_0	0	P	167	182	226	0
0	P_0	0	P	168	183	206	0
0	P_0	0	P	169	184	195	0
0	P_0	0	P	170	187	206	0
0	P_0	0	P	171	188	202	0
0	P_0	0	P	172	189	153	44
0	P_0	0	P	173	190	151	38
0	P_0	0	P	174	191	190	0
0	P_0	0	P	175	193	211	0
0	P_0	0	P	176	194	192	0
0	P_0	0	P	177	195	170	38
0	P_0	0	P	178	196	212	0
0	P_0	0	P	179	197	219	1
0	P_0	0	P	180	198	193	0
0	P_0	0	P	181	199	169	0
0	P_0	0	P	182	200	227	0
0	P_0	0	P	183	202	188	0
0	P_0	0	P	184	203	139	45
0	P_0	0	P	185	204	196	0
0	P_0	0	P	186	206	214	0
0	P_0	0	P	187	208	138	40
0	P_0	0	P	188	209	208	0
0	P_0	0	P	189	210	174	0
0	P_0	0	P	190	211	191	0
0	P_0	0	P	191	213	147	44
0	P_0	0	P	192	214	220	1
0	P_0	0	P	193	215	205	1
0	P_0	0	P	194	217	210	1
0	P_0	0	P	195	218	195	1
0	P_0	0	P	196	219	171	0
0	P_0	0	P	197	221	208	0
0	P_0	0	P	198	223	190	0
0	P_0	0	P	199	224	195	0
0	P_0	0	P	200	225	176	0
0	P_0	0	P	201	226	194	0
0	P_0	0	P	202	228	183	0
0	P_0	0	P	203	231	190	0
0	P_0	0	P	204	232	202	1
0	P_0	0	P	205	233	196	0
0	P_0	0	P	206	234	169	1
0	P_0	0	P	207	235	222	0
0	P_0	0	P	208	236	226	1
0	P_0	0	P	209	237	195	0
0	P_0	0	P	210	238	180	0
0	P_0	0	P	211	239	189	1
0	P_0	0	P	212	240	192	0
0	P_0	0	P	213	241	215	0
0	P_0	0	P	214	242	203	1
0	P_0	0	P	215	243	220	1
0	P_0	0	P	216	244	183	0
0	P_0	0	P	217	245	199	0
0	P_0	0	P	218	247	171	0
0	P_0	0	P	219	249	194	0
0	P_0	0	P	220	251	221	0
0	P_0	0	P	221	253	200	0
0	P_0	0	P	222	257	221	0
0	P_0	0	P	223	260	207	0
0	P_0	0	P	224	264	188	1
0	P_0	0	P	225	266	212	0
0	P_0	0	P	226	267	212	0
0	P_0	0	P	227	269	187	0
0	P_0	0	P	228	274	214	0
0	P_0	0	P	229	275	188	0
0	P_0	0	P	230	279	196	1
0	P_0	0	P	231	282	213	1
0	P_0	0	P	232	285	198	0
0	P_0	0	P	233	288	193	1
0	P_0	0	P	234	289	229	0
0	P_0	0	P	235	292	215	0
0	P_0	0	P	236	293	196	0
1	P_1	0	P	0	0	115	86
1	P_1	0	P	1	1	112	86
1	P_1	0	P	2	2	123	81
1	P_1	0	P	3	3	183	1
1	P_1	0	P	4	4	113	77
1	P_1	0	P	5	5	115	78
1	P_1	0	P	6	6	130	78
1	P_1	0	P	7	7	112	88
1	P_1	0	P	8	8	178	1
1	P_1	0	P	9	9	97	95
1	P_1	0	P	10	10	226	0
1	P_1	0	P	11	11	136	84
1	P_1	0	P	12	12	204	0
1	P_1	0	P	13	13	115	89
1	P_1	0	P	14	14	209	1
1	P_1	0	P	15	15	127	83
1	P_1	0	P	16	16	211	0
1	P_1	0	P	17	17	107	71
1	P_1	0	P	18	18	128	79
1	P_1	0	P	19	19	212	0
1	P_1	0	P	20	20	120	103
1	P_1	0	P	21	21	221	1
1	P_1	0	P	22	22	189	1
1	P_1	0	P	23	23	184	0
1	P_1	0	P	24	24	136	91
1	P_1	0	P	25	25	115	79
1	P_1	0	P	26	26	212	0
1	P_1	0	P	27	27	210	0
1	P_1	0	P	28	28	218	0
1	P_1	0	P	29	29	116	67
1	P_1	0	P	30	30	196	0
1	P_1	0	P	31	31	175	0
1	P_1	0	P	32	32	107	86
1	P_1	0	P	33	33	208	0
1	P_1	0	P	34	34	209	0
1	P_1	0	P	35	35	123	100
1	P_1	0	P	36	36	182	0
1	P_1	0	P	37	37	217	0
1	P_1	0	P	38	38	116	81
1	P_1	0	P	39	39	123	86
1	P_1	0	P	40	40	130	80
1	P_1	0	P	41	41	121	72
1	P_1	0	P	42	42	101	105
1	P_1	0	P	43	43	130	87
1	P_1	0	P	44	44	174	0
1	P_1	0	P	45	45	114	79
1	P_1	0	P	46	46	132	85
1	P_1	0	P	47	47	127	83
1	P_1	0	P	48	48	135	88
1	P_1	0	P	49	49	198	0
1	P_1	0	P	50	50	217	0
1	P_1	0	P	51	51	130	98
1	P_1	0	P	52	52	192	0
1	P_1	0	P	53	53	108	71
1	P_1	0	P	54	54	115	82
1	P_1	0	P	55	55	211	0
1	P_1	0	P	56	56	124	79
1	P_1	0	P	57	57	199	0
1	P_1	0	P	58	58	194	0
1	P_1	0	P	59	59	124	89
1	P_1	0	P	60	60	208	0
1	P_1	0	P	61	61	115	73
1	P_1	0	P	62	62	152	80
1	P_1	0	P	63	63	104	70
1	P_1	0	P	64	64	199	0
1	P_1	0	P	65	65	119	77
1	P_1	0	P	66	66	113	88
1	P_1	0	P	67	67	134	73
1	P_1	0	P	68	68	187	0
1	P_1	0	P	69	69	111	87
1	P_1	0	P	70	70	188	0
1	P_1	0	P	71	71	129	56
1	P_1	0	P	72	72	196	45
1	P_1	0	P	73	73	197	0
1	P_1	0	P	74	74	211	0
1	P_1	0	P	75	75	220	1
1	P_1	0	P	76	76	188	9
1	P_1	0	P	77	77	202	0
1	P_1	0	P	78	78	183	27
1	P_1	0	P	79	79	191	0
1	P_1	0	P	80	80	193	0
1	P_1	0	P	81	81	179	18
1	P_1	0	P	82	82	195	0
1	P_1	0	P	83	83	176	14
1	P_1	0	P	84	84	206	0
1	P_1	0	P	85	85	187	0
1	P_1	0	P	86	86	178	0
1	P_1	0	P	87	87	172	18
1	P_1	0	P	88	88	204	0
1	P_1	0	P	89	89	212	11
1	P_1	0	P	90	90	215	0
1	P_1	0	P	91	91	215	0
1	P_1	0	P	92	92	213	1
1	P_1	0	P	93	93	191	1
1	P_1	0	P	94	94	185	9
1	P_1	0	P	95	95	235	0
1	P_1	0	P	96	96	222	0
1	P_1	0	P	97	97	188	0
1	P_1	0	P	98	98	209	0
1	P_1	0	P	99	99	212	12
1	P_1	0	P	100	100	195	9
1	P_1	0	P	101	101	194	0
1	P_1	0	P	102	102	233	0
1	P_1	0	P	103	103	191	13
1	P_1	0	P	104	104	199	0
1	P_1	0	P	105	105	204	0
1	P_1	0	P	106	106	200	0
1	P_1	0	P	107	107	184	13
1	P_1	0	P	108	108	180	15
1	P_1	0	P	109	109	219	0
1	P_1	0	P	110	110	193	0
1	P_1	0	P	111	111	211	0
1	P_1	0	P	112	112	173	14
1	P_1	0	P	113	113	181	0
1	P_1	0	P	114	114	170	7
1	P_1	0	P	115	115	222	0
1	P_1	0	P	116	116	205	1
1	P_1	0	P	117	117	189	0
1	P_1	0	P	118	118	168	15
1	P_1	0	P	119	119	208	0
1	P_1	0	P	120	120	199	0
1	P_1	0	P	121	121	210	13
1	P_1	0	P	122	122	187	1
1	P_1	0	P	123	123	186	18
1	P_1	0	P	124	124	182	0
1	P_1	0	P	125	125	190	8
1	P_1	0	P	126	126	234	0
1	P_1	0	P	127	127	200	0
1	P_1	0	P	128	128	196	18
1	P_1	0	P	129	129	166	12
1	P_1	0	P	130	130	205	15
1	P_1	0	P	131	131	174	16
1	P_1	0	P	132	132	202	0
1	P_1	0	P	133	134	187	0
1	P_1	0	P	134	137	199	0
1	P_1	0	P	135	138	176	0
1	P_1	0	P	136	139	208	17
1	P_1	0	P	137	140	218	0
1	P_1	0	P	138	141	199	9
1	P_1	0	P	139	144	202	1
1	P_1	0	P	140	145	187	0
1	P_1	0	P	141	146	195	0
1	P_1	0	P	142	147	193	21
1	P_1	0	P	143	148	169	14
1	P_1	0	P	144	150	202	0
1	P_1	0	P	145	151	220	0
1	P_1	0	P	146	152	197	1
1	P_1	0	P	147	153	228	1
